Num,Code,Name,URL
1,3242,アーバネットコーポレーション,http://www.urbanet.jp/
2,4664,アール・エス・シー,http://www.trsc.co.jp/corporate/
3,7837,アールシーコア,http://www.rccore.co.jp/
4,7523,アールビバン,http://www.artvivant.co.jp/
5,7509,アイエーグループ,http://www.i-a.co.jp/
6,9753,アイエックス・ナレッジ,http://www.ikic.co.jp/
7,7760,ＩＭＶ,http://www.imv.co.jp/
8,2722,アイケイ,http://www.ai-kei.co.jp/
9,9909,愛光電気,http://www.aiko-denki.co.jp/
10,4667,アイサンテクノロジー,http://www.aisantec.co.jp/
11,3791,ＩＧポート,http://www.igport.co.jp/
12,9964,アイ・テック,http://www.itec-c.co.jp/
13,7539,アイナボホールディングス,http://www.avelco.co.jp/
14,3390,ＩＮＥＳＴ,https://inest-inc.co.jp/
15,4335,アイ・ピー・エス,http://ips.ne.jp/
16,4918,アイビー化粧品,http://www.ivy.co.jp/
17,3845,アイフリークモバイル,http://www.i-freek.co.jp/
18,6944,アイレックス,http://www.airex.co.jp/
19,3758,アエリア,http://www.aeria.jp/
20,9977,アオキスーパー,http://www.aokisuper.co.jp/
21,1997,暁飯島工業,http://www.eazima.co.jp/
22,1380,秋川牧園,https://www.akikawabokuen.com/
23,6840,ＡＫＩＢＡホールディングス,http://www.akiba-holdings.co.jp/
24,3536,アクサスホールディングス,http://www.axas-hd.jp/
25,1381,アクシーズ,http://www.axyz-grp.co.jp/
26,6888,アクモス,http://www.acmos.co.jp/
27,5724,アサカ理研,http://www.asaka.co.jp/
28,7928,旭化学工業,http://www.asahikagakukogyo.co.jp/
29,5456,朝日工業,http://www.asahi-kg.co.jp/
30,5162,朝日ラバー,http://www.asahi-rubber.co.jp/
31,1783,アジアゲートホールディングス,http://www.asiagateholdings.jp/
32,3264,アスコット,http://www.ascotcorp.co.jp/
33,4288,アズジェント,http://www.asgent.co.jp/
34,7162,アストマックス,http://www.astmax.com/
35,3293,アズマハウス,http://azumahouse.com/
36,3069,アスラポート・ダイニング,http://www.asrapport-dining.com/
37,1730,麻生フオームクリート,http://www.asofoam.co.jp/
38,4241,アテクト,http://www.atect.co.jp/
39,4625,アトミクス,http://www.atomix.co.jp
40,3426,アトムリビンテック,http://www.atomlt.com/
41,6918,アバールデータ,http://www.avaldata.com/index.php
42,8889,アパマンショップホールディングス,http://www.apamanshop-hd.co.jp/
43,7836,アビックス,http://www.avix.co.jp/
44,3020,アプライド,http://www.applied-g.jp/groups/applied.html
45,3177,ありがとうサービス,http://www.arigatou-s.com/
46,2406,アルテ　サロン　ホールディングス,http://www.arte-hd.com/
47,2341,アルバイトタイムス,http://www.atimes.co.jp/
48,4760,アルファ,http://www.popalpha.co.jp/
49,3322,アルファグループ,http://www.alpha-grp.co.jp
50,4640,アンドール,http://www.andor.co.jp/
51,2493,イーサポートリンク,http://www.e-supportlink.com/
52,4304,Ｅストアー,http://www.estore.co.jp/
53,2653,イオン九州,http://www.aeon-kyushu.info/index.html
54,4557,医学生物学研究所,http://www.mbl.co.jp/
55,6314,石井工作研究所,http://www.i-kk.co.jp/
56,2901,石垣食品,http://www.ishigakifoods.co.jp/
57,2750,石光商事,http://www.ishimitsu.co.jp/
58,6819,伊豆シャボテンリゾート,http://www.izu-sr.co.jp/
59,4645,市進ホールディングス,http://www.ichishin.co.jp/
60,2176,イナリサーチ,http://www.ina-research.co.jp/
61,5999,イハラサイエンス,http://www.ihara-sc.co.jp/
62,4644,イマジニア,http://www.imagineer.co.jp/
63,7175,今村証券,http://www.imamura.co.jp/
64,2667,イメージ　ワン,http://www.imageone.co.jp/
65,2221,岩塚製菓,http://www.iwatsukaseika.co.jp
66,5983,イワブチ,http://www.iwabuchi.co.jp/
67,1418,インターライフホールディングス,http://www.n-interlife.co.jp/
68,4847,インテリジェント　ウェイブ,http://www.iwi.co.jp/
69,4348,インフォコム,http://www.infocom.co.jp/
70,4769,インフォメーションクリエーティブ,http://www.ic-net.co.jp/
71,8709,インヴァスト証券,http://www.invast.jp/
72,9696,ウィザス,http://www.with-us.co.jp/
73,9610,ウィルソン・ラーニング　ワールドワイド,http://www.wlw.co.jp/
74,7551,ウェッズ,http://www.weds.co.jp/
75,1407,ウエストホールディングス,http://www.west-gr.co.jp/
76,9914,植松商会,http://www.uem-net.co.jp/
77,7621,うかい,http://www.ukai.co.jp/
78,4699,ウチダエスコ,http://www.esco.co.jp/
79,8886,ウッドフレンズ,http://www.woodfriends.co.jp/
80,2927,ＡＦＣ－ＨＤアムスライフサイエンス,http://www.ams-life.com/
81,2498,ＡＣＫグループ,http://www.ackg.jp/
82,9377,エージーピー,http://www.agpgroup.co.jp/
83,6565,ＡＢホテル,http://www.ab-hotel.jp/
84,6156,エーワン精密,http://www.a-one-seimitsu.co.jp/
85,6722,エイアンドティー,http://www.aandt.co.jp/jpn/index.htm
86,7265,エイケン工業,http://www.eiken-kk.co.jp/
87,8946,ＡＳＩＡＮ　ＳＴＡＲ,http://www.yoko.co.jp/
88,4659,エイジス,http://www.ajis-group.co.jp/
89,7877,永大化工,http://www.eidaikako.co.jp/
90,3754,エキサイト,http://www.excite.co.jp/
91,3423,エスイー,http://www.se-corp.com/
92,9478,ＳＥホールディングス・アンド・インキュベーションズ,http://www.sehi.co.jp/
93,3223,エスエルディー,http://www.sld-inc.com/
94,9446,エスケーアイ,http://www.ski-net.co.jp/
95,6677,エスケーエレクトロニクス,http://www.sk-el.co.jp/
96,4628,エスケー化研,http://www.sk-kaken.co.jp/
97,4650,ＳＤエンターテイメント,http://www.sugai-dinos.jp/company/
98,2471,エスプール,http://www.spool.co.jp/
99,3988,ＳＹＳホールディングス,http://www.syshd.co.jp/
100,7219,エッチ・ケー・エス,http://www.hks-power.co.jp/
101,5742,エヌアイシ・オートテック,http://www.nic-inc.co.jp/
102,2349,エヌアイデイ,http://www.nid.co.jp/
103,6864,エヌエフ回路設計ブロック,http://www.nfcorp.co.jp/
104,6494,ＮＦＫホールディングス,http://www.nfk-hd.co.jp/
105,2162,ｎｍｓホールディングス,http://www.n-ms.co.jp/
106,6943,ＮＫＫスイッチズ,http://www.nkkswitches.co.jp/
107,9421,エヌジェイホールディングス,https://www.njhd.jp/
108,4771,エフアンドエム,http://www.fmltd.co.jp/
109,2311,エプコ,http://www.epco.co.jp/
110,5758,ＦＣＭ,http://www.fc-m.co.jp/
111,6542,ＦＣホールディングス,http://www.fchd.jp
112,2763,エフティグループ,http://www.ftgroup.co.jp/
113,9439,エム・エイチ・グループ,http://mhgroup.co.jp/
114,5906,エムケー精工,http://www.mkseiko.co.jp/
115,3910,エムケイシステム,http://www.mks.jp/company/
116,9820,エムティジェネックス,http://www.mt-genex.co.jp/
117,4849,エン・ジャパン,http://corp.en-japan.com/
118,9057,遠州トラック,http://www.enshu-truck.co.jp/
119,8208,エンチョー,http://www.encho.co.jp/
120,7841,遠藤製作所,http://www.endo-mfg.co.jp/
121,6757,ＯＳＧコーポレーション,http://www.osg-nandemonet.co.jp/
122,7614,オーエムツーネットワーク,http://www.om2.co.jp/
123,2905,オーケー食品工業,http://www.ok-food.co.jp/
124,3096,オーシャンシステム,http://www.ocean-system.com/
125,7434,オータケ,http://www.kk-otake.co.jp/
126,3839,ＯＤＫソリューションズ,http://www.odk.co.jp/
127,1736,オーテック,http://www.o-tec.co.jp/
128,6889,オーデリック,http://www.odelic.co.jp/
129,2666,オートウェーブ,http://www.auto-wave.co.jp/
130,5987,オーネックス,http://www.onex.co.jp/
131,7827,オービス,http://www.orvis.co.jp/
132,2454,オールアバウト,http://allabout.co.jp/
133,4356,応用技術,http://www.apptec.co.jp
134,6822,大井電気,http://www.ooi.co.jp/
135,3417,大木ヘルスケアホールディングス,http://www.ohki-net.co.jp/
136,4124,大阪油化工業,https://www.osaka-yuka.co.jp/
137,7555,大田花き,http://www.otakaki.co.jp/
138,5939,大谷工業,http://www.otanikogyo.com/
139,8186,大塚家具,http://www.idc-otsuka.jp/company/
140,2705,大戸屋ホールディングス,http://www.ootoya.com/
141,3953,大村紙業,http://www.ohmurashigyo.co.jp/
142,1793,大本組,http://www.ohmoto.co.jp/
143,2917,大森屋,http://www.ohmoriya.com/
144,8705,岡藤ホールディングス,http://www.okato-holdings.co.jp/
145,7746,岡本硝子,http://www.ogc-jp.com/
146,3892,岡山製紙,http://www.okayamaseishi.co.jp/
147,9436,沖縄セルラー電話,http://www.au.kddi.com/chiiki/okinawa/okinawa_cellular/
148,6408,小倉クラッチ,http://www.oguraclutch.co.jp/
149,6149,小田原エンジニアリング,http://www.odawara-eng.co.jp/
150,7314,小田原機器,http://www.odawarakiki.com/
151,6664,オプトエレクトロニクス,http://www.opto.co.jp/
152,4800,オリコン,http://www.oricon.jp/
153,6628,オンキヨー,http://www.jp.onkyo.com/
154,7297,カーメイト,http://www.carmate.co.jp/
155,4777,ガーラ,http://www.gala.jp/
156,2315,カイカ,http://www.caica.jp/
157,9685,ＫＹＣＯＭホールディングス,http://www.kyd.co.jp/
158,3181,買取王国,http://www.okoku.jp/
159,4556,カイノス,http://www.kainos.co.jp/
160,2294,柿安本店,http://www.kakiyasuhonten.co.jp/
161,2777,カッシーナ・イクスシー,http://www.cassina-ixc.com/
162,6416,桂川電機,http://www.kiphq.co.jp/
163,2669,カネ美食品,http://www.kanemi-foods.co.jp/
164,9695,鴨川グランドホテル,http://www.kgh.ne.jp/04/
165,2789,カルラ,http://www.re-marumatu.co.jp/
166,4673,川崎地質,http://www.kge.co.jp/
167,6414,川重冷熱工業,http://www.khi.co.jp/corp/kte/
168,6648,かわでん,http://www.kawaden.co.jp/
169,8123,川辺,http://www.kawabe.co.jp/
170,4657,環境管理センター,http://www.kankyo-kanri.co.jp/
171,9903,カンセキ,http://www.kanseki.co.jp/index.php
172,1992,神田通信機,http://www.kandt.co.jp/
173,5935,元旦ビューティ工業,http://www.gantan.co.jp/
174,7585,かんなん丸,http://www.kannanmaru.co.jp/
175,4712,ＫｅｙＨｏｌｄｅｒ,http://www.keyholder.co.jp/
176,6912,菊水電子工業,http://www.kikusui.co.jp/top_j.html
177,3444,菊池製作所,http://www.kikuchiseisakusho.co.jp/
178,6327,北川精機,http://www.kitagawaseiki.co.jp/
179,4707,キタック,http://www.kitac.co.jp/
180,2700,木徳神糧,http://www.kitoku-shinryo.co.jp/
181,7461,キムラ,http://www.kimuranet.jp/
182,3965,キャピタル・アセット・プランニング,http://www2.cap-net.co.jp/
183,9073,京極運輸商事,http://www.kyogoku.co.jp/
184,6837,京写,http://www.kyosha.co.jp/
185,9849,共同紙販ホールディングス,http://www.kyodopaper.com/
186,2436,共同ピーアール,http://www.kyodo-pr.co.jp/
187,5997,協立エアテック,http://www.kak-net.co.jp/
188,3670,協立情報通信,http://www.kccnet.co.jp/
189,6874,協立電機,http://www.kdwan.co.jp/
190,5971,共和工業所,http://www.kyowakogyosyo.co.jp/
191,9647,協和コンサルタンツ,http://www.kyowa-c.co.jp/
192,1981,協和日成,http://www.kyowa-nissei.co.jp/
193,2300,きょくとう,http://www.cl-kyokuto.co.jp/company/
194,8215,銀座山形屋,http://www.ginyama.co.jp/
195,9853,銀座ルノアール,http://www.ginza-renoir.co.jp/
196,2332,クエスト,http://www.quest.co.jp/
197,2708,久世,http://www.kuze.co.jp/
198,7847,グラファイトデザイン,http://www.gd-inc.co.jp/
199,5216,倉元製作所,http://www.kuramoto.co.jp/
200,4336,クリエアナブキ,http://www.crie.co.jp/
201,3024,クリエイト,http://www.cr-net.co.jp/
202,4705,クリップコーポレーション,http://www.clip-cor.co.jp/
203,3150,グリムス,http://www.gremz.co.jp/
204,2776,クリムゾン,http://www.crymson.co.jp/
205,2138,クルーズ,http://crooz.co.jp/
206,9698,クレオ,http://www.creo.co.jp/
207,7812,クレステック,http://www.crestec.co.jp/
208,2307,クロスキャット,http://www.xcat.co.jp/
209,7810,クロスフォー,https://crossfor.co.jp/
210,7889,桑山,http://www.kuwayama.co.jp/
211,9687,ＫＳＫ,http://www.ksk.co.jp/
212,2408,ＫＧ情報,http://www.kg-net.co.jp/
213,6484,ケーブイケー,http://www.kvk.co.jp/
214,6249,ゲームカード・ジョイコホールディングス,http://www.gamecard-joyco.co.jp/ir/
215,2373,ケア２１,http://www.care21.co.jp/
216,3035,ケイティケイ,http://www.ktk.gr.jp/
217,3760,ケイブ,http://www.cave.co.jp/
218,6919,ケル,http://www.kel.jp/
219,7939,研創,http://www.kensoh.co.jp/
220,2411,ゲンダイエージェンシー,http://www.gendai-a.co.jp
221,2226,湖池屋,https://koikeya.co.jp/
222,7963,興研,http://www.koken-ltd.co.jp/
223,6297,鉱研工業,http://www.koken-boring.co.jp/
224,7878,光・彩,http://www.kohsai-qq.co.jp/
225,4748,構造計画研究所,http://www.kke.co.jp/
226,7807,幸和製作所,http://www.tacaof.co.jp/
227,7722,国際計測器,http://www.kokusaikk.co.jp/
228,3956,国際チャート,http://www.kcp.co.jp/
229,2340,極楽湯ホールディングス,https://www.gokurakuyu-holdings.co.jp/
230,9943,ココスジャパン,http://www.cocos-jpn.co.jp/
231,6060,こころネット,http://cocolonet.jp/
232,8844,コスモスイニシア,http://www.cigr.co.jp/
233,3386,コスモ・バイオ,http://www.cosmobio.co.jp/
234,9973,小僧寿し,http://www.kozosushi.co.jp/
235,9876,コックス,http://www.cox-online.co.jp/
236,7809,壽屋,https://www.kotobukiya.co.jp/
237,2224,コモ,http://www.como.co.jp/
238,7519,五洋インテックス,http://www.goyointex.co.jp/
